Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"lnc-CYS1-6","","RNA Gene","","5","GC02M009956","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-CYS1-6"
"lnc-DCAF5-3","","RNA Gene","","5","GC14M069119","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-DCAF5-3"
"lnc-DCAF5-4","","RNA Gene","","5","GC14M068973","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-DCAF5-4"
"lnc-DDX52-1","","RNA Gene","","5","GC17M037687","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-DDX52-1"
"lnc-DENND5B-3","","RNA Gene","","5","GC12M031303","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-DENND5B-3"
"lnc-DNAH10-2","","RNA Gene","","5","GC12P123997","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-DNAH10-2"
"lnc-DNAJB6-3","","RNA Gene","","5","GC07P157233","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-DNAJB6-3"
"lnc-DOCK11-3","","RNA Gene","","5","GC0XP118723","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-DOCK11-3"
"lnc-DPYS-1","","RNA Gene","","5","GC08M104330","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-DPYS-1"
"lnc-DRC3-3","","RNA Gene","","5","GC17P017752","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-DRC3-3"
"lnc-ECT2-5","","RNA Gene","","5","GC03P173397","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-ECT2-5"
"lnc-ELF5-5","","RNA Gene","","5","GC11M034436","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-ELF5-5"
"lnc-ELMO1-1","","RNA Gene","","5","GC07M036623","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-ELMO1-1"
"lnc-EMB-6","","RNA Gene","","5","GC05M050403","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-EMB-6"
"lnc-ERMN-5","","RNA Gene","","5","GC02M157420","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-ERMN-5"
"lnc-ETAA1-14","","RNA Gene","","5","GC02P067631","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-ETAA1-14"
"lnc-ETS1-6","","RNA Gene","","5","GC11M128186","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-ETS1-6"
"lnc-FAM109A-1","","RNA Gene","","5","GC12M111911","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-FAM109A-1"
"lnc-FAM109A-5","","RNA Gene","","5","GC12M111913","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-FAM109A-5"
"lnc-FANCC-3","","RNA Gene","","5","GC09M095029","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-FANCC-3"
"lnc-FAP-3","","RNA Gene","","5","GC02M162307","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-FAP-3"
"lnc-FITM2-5","","RNA Gene","","5","GC20M044397","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-FITM2-5"
"lnc-FLRT3-4","","RNA Gene","","5","GC20M014832","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-FLRT3-4"
"lnc-FRAT1-2","","RNA Gene","","5","GC10P097324","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-FRAT1-2"
"lnc-GCK-3","","RNA Gene","","5","GC07M044243","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-GCK-3"
"lnc-GNG13-5","","RNA Gene","","5","GC16M028152","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-GNG13-5"
"lnc-GP1BA-1","","RNA Gene","","5","GC17P132529","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-GP1BA-1"
"lnc-GPBAR1-2","","RNA Gene","","5","GC02P218303","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-GPBAR1-2"
"lnc-GPX2-4","","RNA Gene","","5","GC14M064767","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-GPX2-4"
"lnc-GTF2F2-6","","RNA Gene","","5","GC13P045300","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-GTF2F2-6"
"lnc-HAAO-6","","RNA Gene","","5","GC02M042950","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-HAAO-6"
"lnc-HACD2-7","","RNA Gene","","5","GC03M123352","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-HACD2-7"
"lnc-HFE2-1","","RNA Gene","","5","GC01M146038","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-HFE2-1"
"lnc-HLA-DQA1-8","","RNA Gene","","5","GC06P164900","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-HLA-DQA1-8"
"lnc-HLA-DQA1-9","","RNA Gene","","5","GC06P164901","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-HLA-DQA1-9"
"lnc-HLA-DQB1-1","","RNA Gene","","5","GC06M032686","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-HLA-DQB1-1"
"lnc-HLA-DQB1-2","","RNA Gene","","5","GC06M100362","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-HLA-DQB1-2"
"lnc-HLA-DRB1-6","","RNA Gene","","5","GC06M032664","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-HLA-DRB1-6"
"lnc-HLA-DRB1-7","","RNA Gene","","5","GC06M032609","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-HLA-DRB1-7"
"lnc-HLA-DRB1-8","","RNA Gene","","5","GC06M032619","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-HLA-DRB1-8"
"lnc-HNF1B-3","","RNA Gene","","5","GC17M037293","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-HNF1B-3"
"lnc-ICAM3-1","","RNA Gene","","5","GC19M100266","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-ICAM3-1"
"lnc-IDE-3","","RNA Gene","","5","GC10M092670","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-IDE-3"
"lnc-IGF2-4","","RNA Gene","","5","GC11M013308","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-IGF2-4"
"lnc-IGSF10-8","","RNA Gene","","5","GC03M152329","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-IGSF10-8"
"lnc-IKZF1-7","","RNA Gene","","5","GC07P050499","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-IKZF1-7"
"lnc-IL10-5","","RNA Gene","","5","GC01M206769","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-IL10-5"
"lnc-IL17REL-5","","RNA Gene","","5","GC22M049957","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-IL17REL-5"
"lnc-INAFM2-1","","RNA Gene","","5","GC15P040324","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-INAFM2-1"
"lnc-IRF2-7","","RNA Gene","","5","GC04M184308","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-IRF2-7"
"lnc-ISCA2-3","","RNA Gene","","5","GC14P074483","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-ISCA2-3"
"lnc-ITGB6-4","","RNA Gene","","5","GC02M160366","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-ITGB6-4"
"lnc-KANK3-3","","RNA Gene","","5","GC19M008101","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-KANK3-3"
"lnc-KCNJ8-2","","RNA Gene","","5","GC12M021654","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-KCNJ8-2"
"lnc-KDM6B-1","","RNA Gene","","5","GC17P132670","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-KDM6B-1"
"lnc-KIAA1210-7","","RNA Gene","","5","GC0XM118724","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-KIAA1210-7"
"lnc-KIDINS220-17","","RNA Gene","","5","GC02M008461","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-KIDINS220-17"
"lnc-KLF5-6","","RNA Gene","","5","GC13P073129","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-KLF5-6"
"lnc-KRTAP5-4-4","","RNA Gene","","5","GC11M001664","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-KRTAP5-4-4"
"lnc-L3MBTL2-1","","RNA Gene","","5","GC22P041193","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-L3MBTL2-1"
"lnc-LDLRAD2-1","","RNA Gene","","5","GC01P021790","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-LDLRAD2-1"
"lnc-LEP-2","","RNA Gene","","5","GC07P128167","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-LEP-2"
"lnc-LETM2-7","","RNA Gene","","5","GC08P038479","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-LETM2-7"
"lnc-LHX2-6","","RNA Gene","","5","GC09P146243","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-LHX2-6"
"lnc-LPP-5","","RNA Gene","","5","GC03P187976","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-LPP-5"
"lnc-LRRC66-2","","RNA Gene","","5","GC04M051866","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-LRRC66-2"
"lnc-LSM5-3","","RNA Gene","","5","GC07M032070","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-LSM5-3"
"lnc-MBOAT1-16","","RNA Gene","","5","GC06M020748","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-MBOAT1-16"
"lnc-METTL2B-6","","RNA Gene","","5","GC07P139929","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-METTL2B-6"
"lnc-MIOS-6","","RNA Gene","","5","GC07P007182","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-MIOS-6"
"lnc-MLX-3","","RNA Gene","","5","GC17P133795","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-MLX-3"
"lnc-MNX1-8","","RNA Gene","","5","GC07M157241","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-MNX1-8"
"lnc-MOCS2-8","","RNA Gene","","5","GC05M054011","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-MOCS2-8"
"lnc-MRGPRF-5","","RNA Gene","","5","GC11M134880","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-MRGPRF-5"
"lnc-MRM3-2","","RNA Gene","","5","GC17P000796","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-MRM3-2"
"lnc-MRPL47-6","","RNA Gene","","5","GC03M179900","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-MRPL47-6"
"lnc-MTAP-3","","RNA Gene","","5","GC09P022103","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-MTAP-3"
"lnc-MTAP-7","","RNA Gene","","5","GC09P022126","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-MTAP-7"
"lnc-MUC22-1","","RNA Gene","","5","GC06P164946","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-MUC22-1"
"lnc-MYL5-2","","RNA Gene","","5","GC04P000705","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-MYL5-2"
"lnc-MYL5-3","","RNA Gene","","5","GC04P000751","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-MYL5-3"
"lnc-NACA-1","","RNA Gene","","5","GC12M059868","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-NACA-1"
"lnc-NDFIP2-7","","RNA Gene","","5","GC13P080080","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-NDFIP2-7"
"lnc-NKX6-3-3","","RNA Gene","","5","GC08M041661","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-NKX6-3-3"
"lnc-NPBWR1-10","","RNA Gene","","5","GC08P052061","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-NPBWR1-10"
"lnc-NPC1-8","","RNA Gene","","5","GC18M023501","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-NPC1-8"
"lnc-NUDT3-1","","RNA Gene","","5","GC06M101860","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-NUDT3-1"
"lnc-NUDT3-4","","RNA Gene","","5","GC06M101862","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-NUDT3-4"
"lnc-P2RX1-1","","RNA Gene","","5","GC17M088118","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-P2RX1-1"
"lnc-PARP11-3","","RNA Gene","","5","GC12M032527","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-PARP11-3"
"lnc-PDAP1-1","","RNA Gene","","5","GC07M099393","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-PDAP1-1"
"lnc-PDLIM3-5","","RNA Gene","","5","GC04M185646","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-PDLIM3-5"
"lnc-PEAK1-5","","RNA Gene","","5","GC15M155663","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-PEAK1-5"
"lnc-PERP-9","","RNA Gene","","5","GC06M137884","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-PERP-9"
"lnc-PFKFB3-1","","RNA Gene","","5","GC10P006140","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-PFKFB3-1"
"lnc-PFN1-1","","RNA Gene","","5","GC17M004938","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-PFN1-1"
"lnc-PIEZO1-1","","RNA Gene","","5","GC16M088701","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-PIEZO1-1"
"lnc-PIK3C2B-2","","RNA Gene","","5","GC01M204515","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-PIK3C2B-2"
"lnc-PRKCZ-1","","RNA Gene","","5","GC01P002245","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-PRKCZ-1"
"lnc-PROK2-2","","RNA Gene","","5","GC03M071684","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-PROK2-2"
"lnc-PSMC3IP-3","","RNA Gene","","5","GC17M091197","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-PSMC3IP-3"
"lnc-PTPDC1-5","","RNA Gene","","5","GC09P094153","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-PTPDC1-5"
"lnc-PTPRR-3","","RNA Gene","","5","GC12M071139","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-PTPRR-3"
"lnc-PXYLP1-3","","RNA Gene","","5","GC03P141368","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-PXYLP1-3"
"lnc-RAB1A-2","","RNA Gene","","5","GC02M065030","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-RAB1A-2"
"lnc-RAB1A-6","","RNA Gene","","5","GC02M065069","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-RAB1A-6"
"lnc-RAPSN-5","","RNA Gene","","5","GC11M134938","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-RAPSN-5"
"lnc-RBL2-5","","RNA Gene","","5","GC16P053746","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-RBL2-5"
"lnc-RBMS2-2","","RNA Gene","","5","GC12P065409","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-RBMS2-2"
"lnc-RNF6-4","","RNA Gene","","5","GC13M026116","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-RNF6-4"
"lnc-RPL32-2","","RNA Gene","","5","GC03M027728","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-RPL32-2"
"lnc-RTL1-11","","RNA Gene","","5","GC14M100850","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-RTL1-11"
"lnc-RUNX3-2","","RNA Gene","","5","GC01M024929","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-RUNX3-2"
"lnc-SAR1B-3","","RNA Gene","","5","GC05M134520","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SAR1B-3"
"lnc-SAT2-2","","RNA Gene","","5","GC17M088310","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SAT2-2"
"lnc-SCN2A-9-001","","RNA Gene","","5","GC02P164648","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SCN2A-9-001"
"lnc-SCN2A-9-002","","RNA Gene","","5","GC02P164653","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SCN2A-9-002"
"lnc-SELE-1","","RNA Gene","","5","GC01M169692","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SELE-1"
"lnc-SETD7-6","","RNA Gene","","5","GC04M139976","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SETD7-6"
"lnc-SH3BP2-2","","RNA Gene","","5","GC04P002843","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SH3BP2-2"
"lnc-SIT1-1","","RNA Gene","","5","GC09M035665","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SIT1-1"
"lnc-SLC16A11-2","","RNA Gene","","5","GC17M088264","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SLC16A11-2"
"lnc-SLC22A18-1","","RNA Gene","","5","GC11P002944","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SLC22A18-1"
"lnc-SLC22A18-6","","RNA Gene","","5","GC11P002929","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SLC22A18-6"
"lnc-SLC22A18AS-1","","RNA Gene","","5","GC11M002883","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SLC22A18AS-1"
"lnc-SLC37A1-2","","RNA Gene","","5","GC21P042439","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SLC37A1-2"
"lnc-SLC38A8-9","","RNA Gene","","5","GC16M083945","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SLC38A8-9"
"lnc-SLC38A9-3","","RNA Gene","","5","GC05M056828","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SLC38A9-3"
"lnc-SLC9B2-1","","RNA Gene","","5","GC04M102886","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SLC9B2-1"
"lnc-SLX4IP-35","","RNA Gene","","5","GC20P010769","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SLX4IP-35"
"lnc-SMNDC1-8","","RNA Gene","","5","GC10M110906","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SMNDC1-8"
"lnc-SMYD2-1","","RNA Gene","","5","GC01P213994","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SMYD2-1"
"lnc-SNAI3-1","","RNA Gene","","5","GC16M088697","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SNAI3-1"
"lnc-SND1-1","","RNA Gene","","5","GC07P137997","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SND1-1"
"lnc-SNTG2-4","","RNA Gene","","5","GC02P000663","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SNTG2-4"
"lnc-SNUPN-1","","RNA Gene","","5","GC15M075641","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SNUPN-1"
"lnc-SNX11-10","","RNA Gene","","5","GC17P134015","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SNX11-10"
"lnc-SNX29-1","","RNA Gene","","5","GC16P012623","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SNX29-1"
"lnc-SPON2-3","","RNA Gene","","5","GC04M005658","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SPON2-3"
"lnc-SREBF1-1","","RNA Gene","","5","GC17M088584","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SREBF1-1"
"lnc-SRP14-1","","RNA Gene","","5","GC15M040108","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SRP14-1"
"lnc-SRSF2-9","","RNA Gene","","5","GC17M077383","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SRSF2-9"
"lnc-SSTR4-18","","RNA Gene","","5","GC20P022456","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SSTR4-18"
"lnc-STRADA-3","","RNA Gene","","5","GC17M090036","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-STRADA-3"
"lnc-SUGCT-9","","RNA Gene","","5","GC07P041736","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-SUGCT-9"
"lnc-TBATA-2","","RNA Gene","","5","GC10M070883","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-TBATA-2"
"lnc-TECPR1-2","","RNA Gene","","5","GC07M098123","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-TECPR1-2"
